rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,temperature,humidity,pressure,wind_speed,elevation_m,slope_deg,drainage_proximity_m,soil_saturation_pct,historical_flood_events,predicted_rainfall_6h_mm,rainfall_category,flood_probability,water_depth_m,flood_risk_level
3.3,7.5,15.4,28.6,45.1,31.8,69.4,1009.7,23.9,4.1,13.0,61.0,41.3,7,39.1,LOW,0.4,0.93,HIGH
29.8,66.2,137.8,241.0,342.9,29.2,82.6,983.5,56.1,25.5,13.5,254.6,87.7,4,125.4,HIGH,0.98,1.75,CRITICAL
11.4,30.3,48.2,94.0,158.1,32.0,73.0,1002.5,41.5,4.6,1.3,92.5,73.6,5,108.1,HIGH,0.98,2.03,CRITICAL
6.0,14.9,30.7,49.6,66.7,30.7,69.6,1007.1,36.6,3.0,0.9,107.5,53.1,5,52.9,MODERATE,0.76,1.72,CRITICAL
0.1,0.2,0.4,0.9,1.2,26.5,79.5,995.2,43.4,28.9,2.7,142.5,42.4,3,92.8,HIGH,0.35,0.1,MODERATE
8.8,20.8,31.5,55.0,91.9,29.4,57.4,1008.3,31.9,44.3,2.6,65.6,54.3,1,67.2,MODERATE,0.53,0.26,HIGH
4.9,12.0,18.5,36.7,52.8,33.3,74.9,1003.3,40.5,28.0,2.1,500.2,48.8,4,67.9,MODERATE,0.37,0.27,MODERATE
3.0,6.0,11.8,16.8,25.9,31.5,53.8,1019.9,26.8,33.4,2.9,611.6,42.1,5,13.2,LOW,0.06,0.0,LOW
1.3,2.8,4.8,8.9,13.0,32.9,56.1,1018.4,25.2,18.3,1.2,205.5,36.9,4,31.9,LOW,0.2,0.0,LOW
12.5,32.8,69.2,130.8,203.3,27.5,84.9,1001.0,34.9,41.4,0.7,458.8,82.1,1,95.1,HIGH,0.95,1.32,CRITICAL
0.5,1.3,2.6,3.7,5.4,31.3,71.1,1003.7,74.5,14.4,3.3,202.2,33.3,4,80.9,MODERATE,0.39,0.52,MODERATE
9.1,18.9,28.7,50.2,90.1,29.5,67.1,1004.4,32.6,82.1,9.7,83.1,56.6,0,62.6,MODERATE,0.12,0.0,LOW
2.5,5.1,10.1,18.9,28.0,32.8,60.6,1001.2,31.5,4.0,0.8,207.3,45.9,8,51.0,MODERATE,0.53,1.21,CRITICAL
3.2,7.5,12.3,21.3,34.4,32.8,74.2,1006.7,29.3,31.8,4.6,324.4,46.5,2,57.7,MODERATE,0.23,0.0,LOW
1.0,2.3,4.2,6.0,10.4,28.6,66.9,998.6,35.1,20.5,2.3,30.9,30.1,3,82.5,MODERATE,0.41,0.61,HIGH
1.5,3.2,6.2,11.2,18.1,29.1,71.2,995.4,38.3,17.6,1.5,418.8,38.1,6,75.6,MODERATE,0.35,0.4,MODERATE
1.0,2.3,4.9,7.0,11.1,30.0,62.7,1010.3,24.6,25.3,7.0,530.7,35.5,4,45.9,MODERATE,0.1,0.0,LOW
2.5,4.8,8.8,16.7,26.4,27.9,71.3,1010.4,22.4,35.0,2.4,762.0,52.0,3,38.0,LOW,0.09,0.0,LOW
22.0,44.3,91.6,130.6,202.3,27.6,77.8,998.2,43.7,37.8,3.4,56.2,91.5,2,121.6,HIGH,0.98,1.53,CRITICAL
1.8,4.3,8.8,13.1,22.3,32.2,61.7,1012.6,20.2,5.5,2.3,15.0,35.8,5,39.1,LOW,0.43,0.79,HIGH
11.5,22.5,40.3,63.0,83.5,30.8,74.3,999.6,34.7,6.0,0.6,43.9,54.1,4,84.8,MODERATE,0.89,1.87,CRITICAL
0.5,1.2,2.3,4.1,7.1,31.3,63.8,1007.2,26.0,2.3,3.5,994.9,35.1,6,58.5,MODERATE,0.18,0.0,LOW
4.0,8.1,16.2,32.1,51.2,30.9,63.7,1012.0,20.8,4.5,2.2,566.2,50.9,6,34.1,LOW,0.41,0.63,HIGH
4.6,11.2,17.0,25.0,43.2,33.0,69.1,1004.7,30.2,7.5,0.6,700.7,49.3,4,75.9,MODERATE,0.53,0.91,HIGH
24.2,53.5,113.6,168.8,220.4,31.4,70.3,1008.9,30.2,25.0,3.5,291.6,91.0,6,52.3,MODERATE,0.96,1.71,CRITICAL
17.2,38.3,78.0,126.5,219.4,31.8,76.9,1000.6,58.6,13.6,0.3,299.3,89.0,5,86.9,MODERATE,0.98,1.88,CRITICAL
4.8,11.9,20.0,38.0,51.7,26.0,72.3,1003.3,45.8,27.5,1.1,149.7,48.5,3,62.4,MODERATE,0.47,0.59,MODERATE
10.6,24.3,53.2,89.5,148.5,20.6,68.1,1003.3,45.9,14.0,5.6,718.0,75.2,5,49.8,MODERATE,0.79,1.57,CRITICAL
2.1,5.2,8.4,13.3,20.1,30.5,77.3,998.7,35.4,16.6,0.4,687.8,31.6,3,73.2,MODERATE,0.27,0.0,LOW
6.0,13.8,29.5,51.3,84.2,26.9,69.3,1003.5,31.4,4.1,3.9,204.2,57.8,7,64.4,MODERATE,0.81,1.86,CRITICAL
0.8,1.9,3.3,5.2,8.3,28.4,73.6,991.8,41.5,29.0,10.8,166.8,34.4,2,75.0,MODERATE,0.18,0.0,LOW
3.4,8.5,17.2,28.3,39.1,29.4,69.8,1000.8,43.7,27.5,1.0,524.5,37.5,5,57.2,MODERATE,0.24,0.0,LOW
2.0,4.7,8.6,13.7,21.4,34.3,70.9,1002.6,30.4,8.6,2.2,25.1,53.0,4,65.3,MODERATE,0.6,1.24,CRITICAL
10.6,25.5,51.3,96.6,139.0,31.4,74.8,1002.8,36.1,9.2,3.3,762.0,74.8,4,76.3,MODERATE,0.88,1.76,CRITICAL
5.0,12.5,20.2,39.5,62.4,30.8,69.2,1002.9,31.8,6.5,2.4,239.6,52.2,6,62.4,MODERATE,0.7,1.42,CRITICAL
8.2,21.8,36.9,68.4,114.2,32.7,62.9,1004.5,30.2,32.3,3.7,236.2,64.6,3,44.3,MODERATE,0.6,0.71,HIGH
3.9,8.7,13.6,22.7,30.4,32.2,65.6,1009.1,60.7,26.7,2.1,435.2,47.0,5,54.1,MODERATE,0.24,0.0,LOW
0.4,0.9,1.9,3.3,5.2,30.6,63.2,1012.4,31.1,18.9,0.9,409.3,30.6,4,31.1,LOW,0.13,0.0,LOW
11.8,23.3,39.8,58.7,94.4,32.6,73.8,999.5,47.5,6.9,0.6,132.5,59.4,5,85.7,MODERATE,0.91,1.82,CRITICAL
20.1,43.9,87.1,161.0,233.0,26.5,81.3,994.8,44.6,5.4,5.1,1105.4,85.2,6,99.7,HIGH,0.98,2.01,CRITICAL
25.3,56.4,116.9,205.5,365.0,30.3,80.7,996.1,52.8,2.9,1.3,1646.2,93.6,6,109.8,HIGH,0.98,2.22,CRITICAL
6.5,16.8,35.8,69.6,108.6,26.2,68.8,1000.9,39.9,2.8,6.9,298.7,60.7,7,57.0,MODERATE,0.82,1.59,CRITICAL
10.2,23.6,37.2,56.5,78.7,30.8,67.8,1002.0,53.8,5.7,5.1,328.2,62.1,5,59.5,MODERATE,0.73,1.44,CRITICAL
11.4,28.2,60.0,111.4,150.8,30.3,68.5,998.5,36.7,3.9,0.5,322.1,76.0,5,86.3,MODERATE,0.97,2.02,CRITICAL
1.9,3.7,6.0,10.8,17.0,33.4,80.8,994.0,45.9,16.6,1.1,267.7,43.6,3,102.8,HIGH,0.58,0.92,HIGH
1.7,3.9,7.8,12.1,18.0,26.2,78.9,1001.1,40.7,10.0,1.5,1118.5,42.0,4,73.3,MODERATE,0.22,0.0,LOW
0.4,1.2,2.3,4.2,5.8,29.4,65.7,1006.5,29.8,12.6,3.5,121.7,41.9,6,51.7,MODERATE,0.32,0.32,MODERATE
1.9,3.9,5.8,11.4,15.0,33.4,63.3,1010.1,39.2,18.2,6.1,58.4,34.5,5,41.4,MODERATE,0.23,0.0,LOW
6.3,12.1,20.0,39.0,61.7,30.9,79.6,1000.3,63.4,21.4,0.5,1023.1,56.5,3,103.1,HIGH,0.53,0.83,HIGH
52.3,117.6,216.8,397.1,635.1,30.7,73.8,1001.5,36.4,20.8,1.3,106.0,80.7,5,108.4,HIGH,0.98,1.81,CRITICAL
5.6,13.8,24.8,35.4,48.5,27.2,77.0,997.1,39.4,7.4,2.0,540.5,48.6,4,80.0,MODERATE,0.61,1.17,HIGH
7.6,17.1,36.7,70.5,112.9,29.2,62.8,1004.7,32.8,31.9,1.0,101.6,63.3,3,69.6,MODERATE,0.78,1.01,CRITICAL
11.7,26.6,46.6,83.7,148.7,32.8,77.7,997.8,50.1,47.0,3.1,1239.9,68.9,1,84.0,MODERATE,0.49,0.11,MODERATE
1.0,2.4,5.1,8.2,14.6,31.2,60.0,1009.9,30.7,8.8,2.6,610.1,34.5,5,42.6,MODERATE,0.2,0.0,LOW
0.7,1.4,2.6,3.9,6.7,29.6,74.9,989.8,43.3,2.3,1.6,968.7,33.7,6,80.7,MODERATE,0.29,0.0,MODERATE
6.0,14.9,32.5,47.8,81.3,30.0,69.2,1001.9,36.8,43.3,2.8,1160.9,56.4,1,77.6,MODERATE,0.21,0.0,LOW
6.5,13.1,26.5,37.9,53.2,28.1,63.6,1007.6,24.9,48.3,1.8,48.5,47.0,1,60.0,MODERATE,0.28,0.0,MODERATE
38.5,85.4,177.7,329.2,453.7,33.2,66.2,1006.6,37.8,2.9,1.8,230.9,90.4,8,68.3,MODERATE,0.98,2.05,CRITICAL
0.4,1.0,1.5,2.4,3.6,34.3,47.8,1022.0,13.2,2.1,1.4,411.9,31.8,7,2.0,LOW,0.13,0.0,LOW
15.1,38.6,73.7,104.2,167.8,36.9,71.0,1008.0,29.5,32.5,3.0,631.3,78.8,3,70.7,MODERATE,0.84,1.17,CRITICAL
5.2,13.2,21.0,34.5,59.5,27.0,80.9,996.5,48.9,8.5,2.4,120.0,49.9,7,117.1,HIGH,0.88,1.79,CRITICAL
6.2,15.5,26.4,44.7,63.2,32.6,59.4,1004.2,28.6,46.3,1.1,950.0,53.3,2,64.4,MODERATE,0.15,0.0,LOW
11.8,25.8,50.0,75.1,115.6,25.3,85.4,989.9,44.2,6.4,0.3,109.9,71.0,6,109.9,HIGH,0.97,2.05,CRITICAL
0.3,0.7,1.4,2.0,3.2,31.0,65.0,1004.3,32.1,37.5,0.9,779.3,40.1,1,44.8,MODERATE,0.06,0.0,LOW
0.8,1.7,2.6,3.9,6.0,32.2,78.4,997.9,36.7,3.3,0.5,288.2,37.8,7,66.5,MODERATE,0.46,1.0,HIGH
0.1,0.2,0.4,0.7,1.1,26.6,62.0,1012.8,22.7,7.4,2.3,290.3,37.5,5,43.2,MODERATE,0.26,0.0,LOW
3.9,10.1,19.2,27.9,39.3,29.5,72.4,1000.3,82.6,67.1,1.2,193.0,47.4,1,98.7,HIGH,0.21,0.0,LOW
9.6,25.5,39.6,68.7,123.1,29.1,68.4,1004.0,42.4,6.7,2.2,56.5,67.3,6,63.1,MODERATE,0.92,1.8,CRITICAL
1.9,3.6,6.7,10.0,15.4,28.2,78.9,999.6,50.1,4.6,1.7,177.0,43.7,8,80.4,MODERATE,0.61,1.28,CRITICAL
0.8,2.0,3.9,5.9,9.3,33.7,50.6,1019.8,34.4,37.0,3.0,226.4,33.0,2,15.9,LOW,0.06,0.0,LOW
2.8,6.8,10.5,17.2,24.3,33.1,73.7,1002.3,33.5,4.3,4.8,262.8,31.4,5,91.6,HIGH,0.58,1.12,HIGH
3.8,9.4,19.1,27.9,43.4,32.5,61.6,1020.6,14.3,3.8,2.6,525.6,41.7,5,22.4,LOW,0.3,0.0,MODERATE
8.1,19.5,37.2,55.9,79.8,32.1,66.6,1011.9,22.4,9.0,0.5,179.9,64.0,5,35.6,LOW,0.7,1.49,CRITICAL
11.2,28.1,58.5,94.2,132.0,31.5,76.9,1009.1,37.4,20.2,0.4,213.3,69.8,3,56.0,MODERATE,0.86,1.5,CRITICAL
3.9,8.5,14.1,22.5,32.4,31.1,63.4,1008.1,33.3,24.3,1.1,913.9,45.3,7,39.1,LOW,0.12,0.0,LOW
2.2,4.5,9.3,17.2,22.3,28.4,70.6,1008.3,26.1,40.4,2.2,545.7,39.8,2,68.5,MODERATE,0.14,0.0,LOW
20.6,42.5,66.5,96.1,152.3,31.2,81.0,988.6,47.9,16.0,0.5,23.8,79.7,4,123.3,HIGH,0.98,1.78,CRITICAL
1.8,3.4,6.1,11.7,17.5,31.1,76.6,1002.6,35.5,11.0,1.7,650.3,40.2,4,67.3,MODERATE,0.31,0.34,MODERATE
1.5,3.2,5.3,10.0,17.4,32.6,62.8,1012.2,26.0,10.0,7.9,1762.8,39.4,4,3.3,LOW,0.05,0.0,LOW
1.3,2.7,5.6,10.4,13.8,28.6,66.9,1004.6,45.4,35.8,0.6,1082.6,41.9,3,50.9,MODERATE,0.06,0.0,LOW
13.6,29.4,58.5,92.8,122.7,27.9,84.6,993.1,43.4,25.2,10.7,701.9,66.4,3,111.3,HIGH,0.78,1.29,CRITICAL
7.6,18.2,27.6,52.2,91.0,30.2,66.4,1004.6,47.0,44.5,7.1,392.0,61.9,3,70.8,MODERATE,0.4,0.1,MODERATE
1.0,2.5,3.7,5.7,7.7,28.8,49.9,1019.5,17.2,61.9,6.5,138.9,36.2,0,14.4,LOW,0.05,0.0,LOW
1.4,3.7,6.3,9.2,12.0,27.9,57.5,1015.6,27.5,8.4,7.3,418.8,37.8,5,11.8,LOW,0.12,0.0,LOW
0.8,1.7,2.7,3.8,5.3,29.1,72.0,1004.5,49.2,15.6,0.6,467.0,32.4,3,69.4,MODERATE,0.27,0.0,LOW
12.7,25.5,49.5,97.3,166.5,33.1,69.0,1013.1,38.2,20.0,0.9,140.7,79.7,3,42.9,MODERATE,0.92,1.5,CRITICAL
5.7,11.6,22.9,36.2,61.7,28.6,71.6,1001.9,31.0,5.2,0.8,127.0,49.3,5,69.3,MODERATE,0.77,1.57,CRITICAL
6.8,18.2,39.4,76.8,112.9,26.2,86.6,990.5,44.0,3.0,0.7,207.2,71.7,7,100.7,HIGH,0.96,2.11,CRITICAL
7.4,17.3,37.5,58.6,95.8,27.6,68.0,997.1,40.6,38.4,1.7,404.4,52.9,2,91.4,HIGH,0.62,0.55,HIGH
0.4,0.8,1.5,3.0,4.7,31.4,55.7,1018.3,18.3,15.8,6.5,146.8,40.7,5,21.9,LOW,0.15,0.0,LOW
1.0,2.7,4.1,7.9,13.8,29.5,68.9,1002.7,38.0,17.2,1.3,323.2,30.1,5,62.5,MODERATE,0.28,0.0,MODERATE
3.9,8.6,15.0,29.3,38.9,35.8,69.6,1002.9,52.7,16.6,1.3,887.1,48.4,3,87.5,MODERATE,0.4,0.46,MODERATE
2.0,5.2,9.8,16.6,28.3,33.0,71.0,1002.5,30.9,27.3,4.2,147.9,38.6,3,60.9,MODERATE,0.29,0.0,MODERATE
0.5,1.1,2.0,3.8,5.2,35.5,59.1,1021.2,15.6,4.8,0.7,1299.6,39.3,7,2.0,LOW,0.05,0.0,LOW
3.6,7.9,15.2,30.0,44.9,35.5,55.3,1018.8,15.0,19.1,1.9,258.7,46.7,6,30.7,LOW,0.31,0.42,MODERATE
0.8,1.8,3.9,6.2,8.6,30.5,55.7,1022.0,28.0,13.4,1.5,55.4,30.2,7,17.7,LOW,0.19,0.0,LOW
4.8,12.5,26.5,43.8,72.3,27.4,69.4,1003.6,55.5,42.9,6.9,36.5,61.7,4,67.9,MODERATE,0.44,0.1,MODERATE
6.0,15.5,24.4,44.7,73.3,28.3,61.9,1007.5,30.0,15.2,2.8,172.1,59.0,4,43.3,MODERATE,0.61,0.96,HIGH
33.9,79.9,134.8,213.0,335.2,32.3,78.2,992.1,41.4,53.5,3.9,128.8,92.5,0,125.7,HIGH,0.98,0.94,CRITICAL
0.3,0.6,1.2,2.2,3.6,31.0,57.8,1017.6,26.9,9.8,0.8,720.3,32.8,6,33.4,LOW,0.13,0.0,LOW
18.1,40.3,83.7,120.9,195.9,26.2,75.6,995.1,47.1,63.3,9.6,523.5,92.9,1,90.5,HIGH,0.79,0.39,CRITICAL
5.4,14.6,24.7,42.3,71.4,29.9,67.2,1006.8,29.0,39.5,1.7,835.4,48.2,3,63.6,MODERATE,0.22,0.0,LOW
1.6,3.8,7.7,11.3,16.1,28.8,76.3,995.7,54.4,17.8,4.6,353.1,28.3,3,91.9,HIGH,0.36,0.39,MODERATE
2.9,7.3,14.3,22.6,34.2,30.7,70.3,1000.0,62.3,9.9,11.1,232.3,36.6,7,69.1,MODERATE,0.39,0.54,MODERATE
6.9,15.5,28.4,44.2,60.8,30.3,80.5,997.9,41.2,10.5,2.8,134.9,47.1,5,89.5,MODERATE,0.78,1.61,CRITICAL
8.9,20.6,33.9,64.5,97.7,27.9,66.8,999.8,39.3,28.7,2.8,347.5,58.1,2,67.0,MODERATE,0.63,0.88,HIGH
2.2,4.8,10.3,15.6,25.7,31.8,68.6,1000.4,34.9,17.6,0.7,380.7,39.9,4,82.4,MODERATE,0.45,0.63,HIGH
8.4,20.6,40.7,76.7,126.2,28.4,86.1,1000.3,39.2,11.2,2.0,204.7,67.8,4,84.2,MODERATE,0.93,2.06,CRITICAL
3.9,10.2,16.5,30.9,51.1,31.3,57.7,1012.1,24.8,20.2,7.0,1063.1,45.8,4,53.7,MODERATE,0.16,0.0,LOW
5.3,12.2,24.2,41.2,59.9,31.1,69.2,995.6,39.9,25.8,0.8,403.2,40.9,3,82.0,MODERATE,0.51,0.56,HIGH
13.6,31.0,62.5,96.3,157.1,29.3,70.7,1006.9,26.0,2.4,9.0,705.4,79.2,6,44.2,MODERATE,0.85,2.01,CRITICAL
2.7,5.9,12.6,19.3,28.7,30.7,49.9,1015.4,19.1,3.7,4.2,383.1,41.6,6,2.0,LOW,0.19,0.0,LOW
5.2,10.5,17.5,29.3,51.9,31.6,70.8,1000.6,33.6,3.8,2.2,159.6,45.8,8,68.5,MODERATE,0.71,1.65,CRITICAL
39.2,104.0,227.9,320.3,471.3,27.7,84.1,998.9,39.9,6.7,3.1,522.0,97.0,5,137.8,HIGH,0.98,2.02,CRITICAL
0.5,1.0,1.7,2.9,4.6,29.5,62.4,1003.0,36.8,12.0,0.9,114.4,35.0,4,70.8,MODERATE,0.43,0.4,MODERATE
0.0,0.0,0.0,0.0,0.1,33.4,50.6,1015.0,24.6,31.3,1.2,360.0,35.3,3,21.9,LOW,0.07,0.0,LOW
2.3,5.8,11.3,16.9,29.7,36.0,59.7,1006.6,29.6,9.8,1.5,210.6,47.1,5,37.9,LOW,0.4,0.79,HIGH
8.4,21.4,38.4,66.9,101.6,31.6,76.6,1000.5,36.4,2.3,2.0,76.7,55.5,5,76.7,MODERATE,0.91,1.9,CRITICAL
6.3,16.8,30.8,60.9,90.1,32.4,70.9,1009.1,37.6,13.9,8.9,217.6,59.7,5,62.5,MODERATE,0.69,1.27,CRITICAL
6.2,14.9,31.7,60.7,92.0,30.7,73.4,995.6,42.1,104.5,1.9,156.2,64.2,1,99.3,HIGH,0.16,0.0,LOW
0.7,1.9,3.7,7.0,10.3,28.8,67.3,1010.8,56.7,9.7,2.9,60.2,37.4,4,60.9,MODERATE,0.43,0.77,HIGH
1.3,2.6,4.8,9.1,14.8,31.4,72.7,1008.5,28.5,60.5,0.9,674.8,32.6,1,66.8,MODERATE,0.05,0.0,LOW
17.8,42.8,68.1,107.9,190.7,30.3,79.5,1002.4,38.5,3.9,5.0,277.3,85.0,8,97.2,HIGH,0.98,2.08,CRITICAL
18.4,46.2,69.6,134.6,183.4,30.5,73.0,997.9,35.1,5.4,3.2,176.6,86.4,4,102.1,HIGH,0.98,2.06,CRITICAL
8.2,17.5,27.7,54.5,86.1,29.9,63.0,997.5,43.6,25.2,2.3,282.2,48.1,3,46.9,MODERATE,0.5,0.56,HIGH
4.9,12.2,26.5,45.0,78.7,32.3,60.8,1009.5,38.0,14.5,10.6,548.8,49.9,5,37.0,LOW,0.33,0.3,MODERATE
2.5,6.4,13.1,21.1,28.4,31.3,58.1,1015.4,39.5,28.1,8.0,22.0,52.7,2,20.1,LOW,0.17,0.0,LOW
1.9,4.9,10.7,17.7,27.3,30.1,71.5,999.6,80.3,37.9,4.1,315.7,44.9,3,71.2,MODERATE,0.22,0.0,LOW
3.0,6.4,9.7,15.5,26.9,28.1,64.5,1008.9,26.1,7.2,9.2,262.9,49.8,4,46.9,MODERATE,0.35,0.48,MODERATE
16.6,40.7,80.5,122.9,215.1,27.5,88.2,987.3,52.4,22.7,3.2,864.5,94.3,4,110.0,HIGH,0.98,1.61,CRITICAL
7.5,16.0,24.5,43.4,67.5,33.5,78.8,1000.0,37.3,18.8,6.4,323.5,55.5,4,71.7,MODERATE,0.58,0.83,HIGH
0.1,0.3,0.6,1.1,1.5,31.4,67.9,1004.7,34.3,37.6,2.1,71.1,33.9,2,56.5,MODERATE,0.14,0.0,LOW
32.2,73.1,129.1,216.6,293.1,29.6,80.2,997.3,36.7,12.1,0.6,202.0,91.9,7,89.7,MODERATE,0.98,1.93,CRITICAL
18.4,43.9,68.7,100.2,159.6,34.3,76.6,997.0,51.0,3.0,18.3,383.8,86.2,5,94.0,HIGH,0.95,2.05,CRITICAL
2.7,6.0,11.3,21.2,28.9,26.5,73.4,999.3,52.4,17.4,0.9,32.9,47.1,5,87.5,MODERATE,0.65,1.03,HIGH
6.5,13.2,22.3,33.6,46.2,28.2,71.1,1007.5,29.6,59.4,1.3,835.7,48.5,3,44.6,MODERATE,0.05,0.0,LOW
19.1,39.0,76.4,112.2,189.2,34.7,70.2,1003.4,31.6,2.3,0.9,41.7,86.2,8,84.5,MODERATE,0.98,2.15,CRITICAL
1.5,3.0,5.9,10.5,17.6,28.2,93.9,986.0,48.1,6.9,1.7,26.8,42.3,5,111.2,HIGH,0.77,1.61,CRITICAL
8.2,19.7,39.3,64.5,111.0,27.6,75.7,987.0,55.0,8.8,1.5,15.8,62.9,4,112.0,HIGH,0.96,1.95,CRITICAL
5.0,12.8,28.1,40.3,54.5,27.0,70.1,999.8,35.7,28.1,3.5,452.5,52.5,2,59.7,MODERATE,0.34,0.19,MODERATE
2.8,5.4,9.6,15.5,21.6,32.3,64.8,1008.9,42.6,9.0,20.1,246.3,37.5,4,57.3,MODERATE,0.2,0.0,LOW
27.7,54.0,98.7,183.8,315.5,28.9,89.3,981.6,60.2,6.9,0.5,56.2,88.2,6,141.4,HIGH,0.98,2.01,CRITICAL
4.5,10.2,21.1,37.4,62.0,27.4,78.2,1000.8,40.0,20.8,5.6,752.0,46.9,4,85.6,MODERATE,0.43,0.44,MODERATE
0.5,1.4,2.6,4.2,7.2,29.7,72.0,1000.5,38.5,2.9,0.8,101.1,34.8,5,64.1,MODERATE,0.51,1.06,HIGH
0.1,0.2,0.3,0.5,0.8,31.5,52.0,1016.8,15.7,5.4,0.4,165.1,31.8,5,22.3,LOW,0.23,0.0,LOW
0.4,0.8,1.7,3.0,5.2,30.9,75.3,1001.7,52.2,11.4,3.9,89.4,44.9,5,86.0,MODERATE,0.53,0.93,HIGH
3.3,7.0,10.7,20.7,32.3,28.3,69.7,1008.3,32.0,9.9,7.5,1008.3,39.4,5,56.6,MODERATE,0.17,0.0,LOW
5.9,13.1,21.2,37.8,55.1,34.0,57.9,1006.2,67.2,9.7,1.0,554.3,52.1,4,53.8,MODERATE,0.5,0.79,HIGH
3.0,6.2,9.8,18.4,29.2,30.5,82.9,986.9,52.1,4.1,1.8,504.1,38.3,6,107.7,HIGH,0.68,1.43,CRITICAL
3.2,7.1,11.0,18.8,30.4,30.7,55.4,1011.5,30.6,10.1,0.9,32.1,43.6,4,19.7,LOW,0.36,0.47,MODERATE
6.5,16.1,24.4,44.7,65.6,30.4,63.7,1006.8,26.0,30.8,8.6,296.1,54.5,2,55.5,MODERATE,0.34,0.1,MODERATE
1.3,3.2,4.9,9.4,15.9,30.9,60.6,1009.3,31.0,11.6,1.4,340.6,30.1,4,50.1,MODERATE,0.28,0.0,MODERATE
1.5,2.9,5.3,9.9,13.3,31.1,59.0,1022.0,21.6,17.9,2.4,198.2,31.7,4,35.3,LOW,0.2,0.0,LOW
15.1,36.4,61.0,118.8,200.7,27.2,83.2,987.3,57.6,5.2,8.2,162.5,85.2,4,138.1,HIGH,0.98,2.07,CRITICAL
0.6,1.3,2.1,3.4,4.5,32.0,50.4,1019.7,24.2,3.3,3.1,740.9,29.7,6,2.0,LOW,0.08,0.0,LOW
3.5,9.2,18.0,35.0,54.2,34.4,74.9,1002.6,31.9,40.2,9.8,23.8,50.3,3,73.4,MODERATE,0.34,0.1,MODERATE
4.5,9.6,15.9,28.3,48.9,33.4,59.4,1007.4,54.5,9.2,9.4,388.1,49.7,5,52.4,MODERATE,0.4,0.49,MODERATE
27.6,68.5,103.6,199.1,267.5,33.0,70.5,1004.6,70.5,9.8,2.5,205.5,84.7,6,109.8,HIGH,0.98,1.96,CRITICAL
4.1,10.1,18.2,25.9,40.3,31.1,67.3,1001.4,31.7,39.8,3.4,431.7,46.7,1,57.0,MODERATE,0.18,0.0,LOW
4.1,8.4,14.5,26.0,35.9,27.2,70.5,1000.2,54.4,24.1,1.2,98.8,42.7,5,87.6,MODERATE,0.56,0.8,HIGH
3.9,10.3,17.7,33.9,59.2,31.0,68.8,1007.8,27.3,27.4,16.6,118.6,50.8,4,43.0,MODERATE,0.23,0.0,LOW
0.9,2.1,3.9,5.8,10.0,31.3,81.4,992.1,49.9,22.6,1.4,350.9,34.6,4,96.8,HIGH,0.39,0.28,MODERATE
4.7,11.4,22.5,40.3,71.3,28.4,70.1,1011.4,24.2,4.0,5.7,1500.4,57.0,6,38.9,LOW,0.21,0.0,LOW
3.2,6.4,12.4,23.4,40.7,31.8,70.9,1001.5,58.5,59.1,1.6,1412.0,54.4,1,52.1,MODERATE,0.05,0.0,LOW
1.3,2.8,6.1,9.6,16.1,35.2,77.7,995.4,38.1,45.2,1.6,123.8,43.3,1,74.6,MODERATE,0.21,0.0,LOW
4.9,11.5,21.5,35.3,49.1,32.8,69.4,1001.2,36.8,6.9,0.7,56.0,55.5,7,66.9,MODERATE,0.75,1.6,CRITICAL
0.0,0.0,0.0,0.1,0.1,35.7,60.9,1015.7,20.9,31.3,3.2,354.1,28.0,3,45.1,MODERATE,0.09,0.0,LOW
4.5,10.4,17.1,29.3,45.4,30.6,74.3,1000.4,35.2,11.5,1.3,222.0,44.1,4,62.2,MODERATE,0.57,1.07,HIGH
0.6,1.4,2.8,4.0,6.4,33.5,65.6,1008.0,32.6,22.7,0.9,560.0,39.6,4,42.4,MODERATE,0.13,0.0,LOW
0.2,0.4,0.7,1.0,1.7,28.0,64.4,998.8,34.9,5.3,1.2,300.3,43.0,6,47.3,MODERATE,0.33,0.59,MODERATE
8.5,19.4,35.8,52.2,73.8,33.5,65.1,1011.4,30.9,15.9,1.3,286.5,58.6,5,63.0,MODERATE,0.68,1.24,CRITICAL
12.7,24.1,43.3,67.5,92.1,33.1,65.7,1010.8,53.0,4.4,2.8,410.1,55.2,7,53.6,MODERATE,0.74,1.51,CRITICAL
0.2,0.5,1.0,1.5,2.4,33.5,52.6,1020.7,24.4,15.8,2.0,66.4,33.5,6,8.2,LOW,0.13,0.0,LOW
4.8,10.7,22.9,42.3,58.4,33.8,63.3,1003.5,44.6,7.0,0.6,444.6,52.7,6,57.8,MODERATE,0.61,1.35,CRITICAL
2.0,4.4,9.4,16.4,27.1,30.1,71.4,1010.7,25.1,12.8,3.0,269.8,41.6,5,26.3,LOW,0.25,0.0,LOW
4.7,9.4,15.1,28.1,44.7,30.3,70.3,1005.8,29.7,21.8,5.7,666.9,43.3,4,42.5,MODERATE,0.18,0.0,LOW
1.6,3.3,5.6,8.0,13.4,32.4,58.6,1016.0,21.9,39.7,3.3,71.7,37.2,2,15.1,LOW,0.07,0.0,LOW
2.5,5.2,10.7,18.0,24.0,27.3,67.7,998.9,34.0,5.3,13.1,150.9,41.5,7,76.5,MODERATE,0.46,0.92,HIGH
